
       0.243868      -0.958098  -0.112742E-05   0.226085E-02   0.927076E-02  -0.447068E-04
      15.173614       1.607150   0.996411E-06  -0.517742E+00  -0.341222E-01   0.236840E-04
       0.912693      -0.843180   0.146600E-05   0.285933E-01   0.313284E-01   0.672099E-04
       0.223356      -0.961623   0.433635E-05   0.211353E-02   0.946263E-02   0.194310E-03
      18.468478       2.173278  -0.736243E-06  -0.393287E+00  -0.212968E-01  -0.276632E-04
       4.615250      -0.207002  -0.431624E-05  -0.120516E-01  -0.261191E-02  -0.276695E-03
      24.116888       3.143795   0.555082E-06  -0.439791E+00  -0.182362E-01   0.430988E-05
      30.944517       4.316927   0.174545E-06  -0.910418E+00  -0.294229E-01   0.464087E-05
       3.151748      -0.458463  -0.104969E-05   0.170833E+00   0.542022E-01  -0.357885E-04
      27.456640       3.717636   0.113675E-05  -0.405803E+01  -0.147798E+00   0.109375E-04
       9.291374       0.596456   0.186439E-07   0.166340E+00   0.179020E-01   0.825558E-06
       0.955651      -0.835799   0.133748E-05   0.236849E-01   0.247839E-01   0.886944E-04
      15.232767       1.617314   0.381334E-06  -0.140656E+01  -0.923388E-01   0.625484E-05
       0.302756      -0.947980   0.500084E-05   0.415421E-02   0.137213E-01   0.240027E-03
       2.080632      -0.642503  -0.350145E-05   0.870980E-02   0.418595E-02  -0.153528E-03
       0.099241      -0.982948  -0.177751E-05   0.418444E-03   0.421656E-02  -0.172356E-03
       8.733768       0.500647  -0.420163E-07  -0.104626E+00  -0.119801E-01  -0.221701E-05
       0.013744      -0.997639  -0.726130E-06   0.123051E-04   0.895464E-03   0.289333E-05
       0.169136      -0.970939  -0.114455E-05   0.146217E-02   0.864492E-02  -0.569909E-04
       0.678895      -0.883351   0.291296E-05   0.180436E-01   0.265779E-01   0.165265E-03
       5.468205      -0.060446   0.120180E-05   0.131553E+00   0.240573E-01   0.531021E-04
       7.440399       0.278419   0.968294E-06   0.238038E+00   0.319917E-01   0.482184E-04
      14.241813       1.447047  -0.854805E-07  -0.107041E+01  -0.751603E-01  -0.569156E-05
       6.299102       0.082320   0.960370E-06   0.297490E+00   0.472273E-01   0.114322E-04
       0.131763      -0.977360   0.546305E-05   0.592611E-03   0.449778E-02   0.416751E-03
