   59.8535728       28.2332535       51.2319336    
   34.0094795       24.0207806       4.17554855    
   57.9549179       16.3877144       4.47137117    
   44.8756599       53.1757584       49.1213722    
   22.0434532       35.1263428       28.9040680    
   28.8382130       27.9717312       53.6508102    
   4.42525482       11.9604883       49.6636353    
  0.321310759       55.2839737       18.7365608    
   20.8248749       9.25643539       27.7862797    
   20.5346279       56.5144577       59.6371269    
   13.0771027       57.6689606       30.4040051    
   7.98962116       45.5781593       19.5062656    
   54.0314713       39.5452423       27.0857773    
   23.2059574       23.3691177       57.1200905    
   26.7289352       50.4457245       22.8707237    
   39.7159309       27.1027393       38.7988358    
  0.966496468       24.6095619      0.621385574    
   39.0512886       6.01784325       22.6124382    
   38.7845268       50.6044006       43.8067856    
   19.3792362       43.5534973       38.0469017    
   51.3415451       55.5411186       12.0389194    
   24.0772133       50.2755890       47.9738464    
   12.4124584       9.38644791       21.0091362    
   58.1123657       49.7522392       43.2727051    
   35.9039726       22.6271439       22.3463058    
   40.3788452       49.4165878       16.2284737    
   27.4129372       19.9238281       35.7296867    
   19.8009071       4.11044979       52.7770462    
   6.02297544       33.6998825       15.1993027    
   45.3271980       49.8356285       14.4385891    
   36.3415947       36.0381050       25.4336815    
   43.1428757       50.8148766       6.01376295    
   53.8400726       7.07496262       36.0448990    
   39.4937477       41.8542976       52.5456314    
   9.04300690       19.4277439       20.9919949    
   36.7388916      0.778387785       29.8447495    
   58.7196121       50.4991150       23.6530647    
   59.9485321       15.7439232       27.9305820    
   15.4078779       19.9397316       42.3735275    
   33.0519218       59.0939713       35.7327690    
   39.5428505      0.777475834       34.2307053    
   33.2403069       25.1779099       15.4851542    
   58.6656036       52.7480774       31.2838192    
   54.1153984       54.0912285       19.3649082    
   39.4754791       15.3479042       4.92025852    
   43.7315063       43.7713242       57.1307068    
   24.1473122       52.7803116       58.6098099    
   55.7176552       41.8994408       32.4075546    
   8.87010765       38.7671204       17.2574940    
   40.4717560       3.00215721       59.5734749    
   46.1768570       20.4702072       54.4080276    
   20.3593502       36.1610756       48.8204765    
   6.94912815       27.8952599       39.3474350    
   36.8621483       25.0177937       45.5583534    
   49.2370300       58.4701462       43.8403091    
   56.8256760       54.9584961       47.2328529    
   43.8677177       22.7926750       13.0167179    
   29.8562336       40.5454865       7.41713762    
   22.4881020       9.00960064       26.2584839    
   25.2903481       53.0477753       14.8558435    
   33.1741791       10.2038488       34.4622765    
   59.8751564       34.4736137       50.7116394    
   59.4236832       42.8764648       17.7261715    
   44.7785797       47.2579269       55.9999771    
   57.2255402       21.7437496       43.5713043    
   5.59647942       7.89902687       17.4355526    
   44.0414162       36.9049149       18.1352119    
   45.1056976       59.6903801       41.4422913    
   56.8109055       13.1207266       15.7012224    
   42.3705788       20.6007023       22.5487309    
   48.8285789       26.6093159       42.6756744    
   33.5156670       39.5818672       57.6133957    
   3.70233178       42.4054146       43.2764053    
   28.8228455       16.2659531       55.5980072    
   35.8613853       15.1898651       4.69788170    
   8.25191307       37.0784569       40.1036339    
   35.2437134       38.3741646       21.2340431    
   31.1980934       3.74039412       9.77997398    
   53.1526985       5.56204700       14.8201456    
   18.2286072       40.8804588       43.5014267    
   40.1794357       50.9353828       58.3525352    
   39.8964043       25.4926624       11.8996239    
   30.2206135       55.5494461       13.0034208    
   15.6945057       4.55478096       14.4400444    
   4.59356880       8.02338505       22.8662758    
   6.07497787       40.0407104       3.81522775    
   32.9559402       18.9681702       36.2334213    
   22.5350933       55.7275810       15.7376719    
  0.908968449       55.2684708       29.2300167    
   47.5749245       42.6653328       11.1227312    
   37.2526512       40.7035217       20.8307686    
   46.4162140       34.7897415       57.1219063    
   57.2148438       36.0239258       57.5776443    
   6.85466051       50.0334587       35.3590736    
   19.1077576       6.90158844       5.13614416    
   35.8091888       49.6090660       56.6118469    
   2.88917184       17.2121220       12.3505459    
   6.85234642       46.4080505       17.2647896    
   12.9578953       50.9737473       37.5278091    
   6.03440189       44.2930031       3.31130505    
   4.40050697       9.53422356       6.79565191    
   14.8117018       8.73135567       49.1485672    
   26.6030540       11.6303692       6.18706942    
   12.5020514       11.7761497       11.4564438    
   34.0198975       10.1269302       32.5701714    
   1.45874262       39.9058876       17.8399696    
   25.2174320       49.6236916       36.4748497    
   23.8711815       10.2630148       8.68853664    
   58.5951233       13.2402811       34.8428879    
   41.5563011       26.2183247       13.2436543    
  0.296598673       55.8078842       27.7051563    
   7.79526138       34.3347969       1.28035784    
   2.80663490       6.81053638       52.3199463    
   50.3866615       35.0764084       25.3484592    
   40.7093277       55.2961502       42.0738907    
   34.9170456       54.3976059       59.8257942    
   44.0115509       33.5056763       21.3925667    
   6.96256399       26.0635509       11.6827087    
   50.4179764       59.1507072       46.4469414    
   50.0997543       39.3782768       14.5338249    
   44.7921829       42.4620667       38.0673637    
   50.5920525       29.6838646       38.7299652    
   31.7303391       44.3149223       10.6934128    
   39.9290771       35.6263695       10.5702496    
   43.8441925       58.5744133       29.4175415    
   24.6362534       20.7018108       21.0102863    
   21.3432961       22.8305988       51.6376953    
   44.1226196       45.1763840       2.80272961E-02
   28.2790585       43.9805527       55.0623665    
   27.7575226       19.9805145       59.2172089    
   45.5815010       54.2311058       57.6936302    
   42.1475639       39.4444733       13.7013168    
   15.4779482       15.0544662       14.8219337    
   56.2622986       37.4974823       34.7378540    
   27.3662148       16.5479527       58.7863083    
   48.5093575       30.0074272       15.7685423    
   54.5308838       57.7271652       6.38397217    
   41.6925964       18.3702698       56.6811905    
   13.1693096       6.71902657       48.6557121    
   51.2972717       17.8577862       2.72078991    
   44.6638031       3.81788135       57.3632545    
   18.0667801       29.5801888       44.0285034    
   40.3181114       1.11940384       28.3199711    
