
       0.776982      -0.866498   0.278710E-05   0.953711E-02   0.122745E-01   0.175475E-03
      10.018901       0.721461   0.109502E-05  -0.448222E+00  -0.447384E-01   0.286751E-04
      11.578826       0.989489  -0.794338E-06   0.945087E+00   0.816212E-01  -0.183182E-04
       1.611471      -0.723115  -0.221995E-05   0.106803E-01   0.662766E-02  -0.140999E-04
       5.493549      -0.056091   0.419444E-06   0.872085E-01   0.158742E-01   0.161323E-04
       7.094996       0.219071   0.166757E-06   0.193618E+00   0.272889E-01   0.843692E-05
       4.087730      -0.297641   0.254472E-05  -0.335961E-01  -0.821923E-02   0.118619E-03
       3.858108      -0.337095  -0.426427E-07  -0.474042E-02  -0.122927E-02   0.134621E-05
       0.520265      -0.910607   0.861377E-07   0.112004E-01   0.215283E-01   0.228821E-04
       0.407845      -0.929924  -0.780931E-06   0.694674E-02   0.170327E-01  -0.557450E-04
       0.592873      -0.898132   0.369529E-05   0.718441E-02   0.121179E-01   0.268449E-03
       2.790035      -0.520613  -0.168023E-05   0.123090E+00   0.441172E-01  -0.920713E-04
      15.455020       1.655502  -0.200961E-05   0.197255E+00   0.127616E-01  -0.769864E-04
      31.548081       4.420632  -0.240981E-06   0.215521E+01   0.683131E-01  -0.646326E-05
      11.500165       0.975973  -0.489837E-07   0.624706E+00   0.543207E-01   0.284012E-05
       3.182758      -0.453134  -0.309638E-05   0.971000E-01   0.305079E-01  -0.101089E-03
       8.412897       0.445515   0.503651E-06   0.945894E+00   0.112434E+00   0.252007E-05
       6.126607       0.052682   0.774282E-07  -0.140558E+00  -0.229429E-01   0.234274E-05
       0.354508      -0.939088  -0.756590E-06   0.284182E-02   0.801629E-02  -0.525861E-04
       7.459588       0.281716  -0.586064E-06   0.404740E+00   0.542572E-01  -0.118338E-04
       9.077456       0.559700  -0.517675E-06  -0.131954E+00  -0.145367E-01  -0.679356E-05
       1.534322      -0.736371   0.287190E-06   0.511120E-01   0.333122E-01   0.350847E-04
       3.170336      -0.455269   0.216963E-05   0.146355E+00   0.461636E-01   0.941357E-04
       6.247466       0.073448  -0.107035E-06   0.199573E+00   0.319438E-01   0.143199E-04
       0.535699      -0.907955  -0.394713E-05   0.553011E-02   0.103231E-01  -0.203206E-03
       0.037001      -0.993643   0.133274E-04   0.669119E-04   0.180894E-02   0.107924E-02
      14.530622       1.496670   0.736143E-06   0.154116E+01   0.106063E+00   0.502518E-05
       1.924319      -0.669361  -0.851356E-08   0.756258E-01   0.392998E-01   0.144660E-04
       4.839796      -0.168420  -0.118595E-06   0.130784E+00   0.270220E-01   0.146293E-04
